	basename	author	title	genre	subgenre	placeName	occurrences	coord
126	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Léon	3	42.66667, -6
127	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Thessalie	2	37.5, 22.5
128	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Tyr	7	33.2698475, 35.2038435
129	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Thessalie	2	37.5, 22.5
130	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Thessalie	2	37.5, 22.5
131	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Athènes	3	37.9728191495, 23.7237438519
132	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Espagne	4	40, -4
133	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Europe	10	48.69096, 9.14062
134	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	France	70	46, 2
135	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Grèce	2	39, 22
136	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Italie	3	42.83333, 12.83333
137	CHENIER_CHARLESIX	CHÉNIER, Marie-Joseph de (1764-1811)	CHARLES IX OU L'ÉCOLE DES ROIS, TRAGÉDIE.	theatre	tragedy	Léon	1	42.66667, -6
